model,image_name,mosz1,mosz2,mosz3,prompt
DALLE,016-1.png,2.737125697,2.725372129,2.761193096,"""A heart made of chocolate"""
Unidiffuser,006-1.png,2.277351501,2.182112028,2.675336745,"""a book cover"""
Unidiffuser,001-2.png,2.35498707,2.160544672,2.664781857,"""a girl"""
Glide,056-3.png,2.187505834,2.129026156,2.467761574,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
DALLE,052-3.png,2.744938725,2.355463046,2.604222446,"""a cartoon of a train going to the moon"""
Unidiffuser,012-1.png,2.952362892,2.862221676,2.859227605,"""A red bus is driving on the road"""
Unidiffuser,011-3.png,1.442616671,1.457811077,1.933774365,"""a woman with long hair"""
Lafite,057-3.png,2.284341147,2.073469466,2.503433928,"""an oil painting of a tree and a building"""
Glide,090-3.png,2.09519569,2.175374162,2.289696624,"""A bird gives an apple to a squirrel"""
stable-diffusion,012-2.png,3.065195165,3.019029914,2.956741816,"""A red bus is driving on the road"""
Glide,063-4.png,1.730694579,2.133488016,2.060588293,"""A sign that says Deep Learning"""
Controlnet,097-1.png,2.924865779,2.633009107,2.265341639,"""a kitchen without a refrigerator"""
Glide,027-4.png,2.114256264,2.324001996,2.359619897,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
DALLE,069-1.png,3.233406106,3.085624563,2.572001058,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Lafite,019-4.png,1.776464349,2.153447271,2.561707502,"""a boat in the canals of venice"""
Lafite,000-4.png,1.82837026,1.815506907,1.89121344,"""a corgi"""
DALLE,033-2.png,2.622656219,2.493937072,2.342986396,"""purple lego dollhouse with a pool and a swing"""
stable-diffusion,018-2.png,3.222069941,3.070808776,3.303705858,"""Sunset over the sea"""
Unidiffuser,016-4.png,2.444134478,2.310812022,2.388747033,"""A heart made of chocolate"""
stable-diffusion,039-4.png,1.997086376,2.078811635,2.40878867,"""a teddy bear on a skateboard in times square"""
stable-diffusion,079-2.png,2.763291998,2.502623538,2.240093561,"""Times Square with thousands of dogs running around"""
DALLE,041-3.png,2.923891029,2.612430109,2.858925652,"""A photo of an astronaut riding a horse in the forest."""
stable-diffusion,094-1.png,3.058697086,3.008038233,1.882747092,"""a banana without its peel"""
Unidiffuser,077-4.png,2.876511393,3.133302533,3.286196576,"""two pianos next to each other"""
Lafite,001-1.png,2.47730539,2.269288755,2.943733104,"""a girl"""
Unidiffuser,080-1.png,2.798553239,2.303177887,2.343910839,"""view of a giraffe and a zebra in the middle of a field"""
Glide,009-4.png,1.942572144,2.766067238,2.615732299,"""a photo of san francisco's golden gate bridge"""
DALLE,073-1.png,2.886037667,2.847037541,2.688391223,"""two red balls on a table"""
DALLE,026-1.png,2.806689064,2.65690961,2.377731737,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
DALLE,037-2.png,3.533056212,3.391298927,3.050007369,"""A bare kitchen has wood cabinets and white appliances"""
DALLE,058-2.png,2.391263041,2.466864903,2.64165821,"""a painting of a white country home with a wrap-around porch"""
Unidiffuser,090-1.png,2.605557019,2.424723621,2.123690178,"""A bird gives an apple to a squirrel"""
Glide,060-2.png,2.210872078,2.175396886,2.214403516,"""a cartoon of a dog saying ""I see what you did there"""""
DALLE,070-4.png,2.748060607,2.625494804,2.694505218,"""Four cats surrounding a dog"""
DALLE,004-3.png,2.682195758,2.930172367,2.806287289,"""a flower"""
Controlnet,046-4.png,2.650864733,2.356538275,2.421498137,"""a drawing of a series of musical notes wrapped around the Earth"""
Lafite,042-4.png,2.137675854,2.227690159,2.284326411,"""A bicycle on top of a boat"""
Controlnet,062-4.png,2.618679586,2.586507663,2.285699853,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
Lafite,007-2.png,2.270909598,2.600719312,2.658529798,"""a kitchen"""
Glide,031-4.png,2.100833483,2.162998616,2.266483269,"""a library filled with kids reading books"""
Lafite,084-3.png,2.564096151,2.673283764,2.419222637,"""a cross-section view of a walnut"""
DALLE,085-3.png,2.780310212,2.648512626,2.832123263,"""a close-up of an old-fashioned cocktail"""
DALLE,077-1.png,3.433121751,3.287041884,3.487606245,"""two pianos next to each other"""
DALLE,008-3.png,3.339365016,3.318278604,3.400374741,"""a fall landscape"""
DALLE,034-2.png,3.078351844,3.270335666,3.044748344,"""a small garden with an apple tree behind it"""
Unidiffuser,012-4.png,2.559086799,2.376383277,2.542917427,"""A red bus is driving on the road"""
Unidiffuser,048-4.png,2.662991194,2.602972675,2.596365126,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Controlnet,015-4.png,3.069908001,2.754460901,2.844108493,"""A bowl of Chicken Pho"""
Glide,096-4.png,2.281623417,2.217152748,1.913459594,"""We painted the wall with cracks."""
Unidiffuser,068-3.png,2.516331849,2.672505348,2.407024159,"""a store front with 'Grassy Meadow' written on it"""
DALLE,024-3.png,3.007996416,3.190299131,3.064046275,"""a tree reflected in the sunroof of a blue car"""
Lafite,014-2.png,1.998281719,1.955921462,2.118218449,"""a pumpkin with a candle in it"""
Lafite,075-3.png,1.73926529,1.869622533,1.829352629,"""three green peppers"""
Lafite,082-2.png,2.125098649,2.290556851,2.088127125,"""an overhead view of a pickup truck with boxes in its flatbed"""
stable-diffusion,081-3.png,2.919199072,2.654724582,3.091126002,"""two people facing each other"""
Lafite,048-4.png,2.060003497,2.242830018,2.196731507,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Lafite,083-2.png,1.873208439,1.828878187,1.856272056,"""view of a clock tower from above"""
Glide,085-1.png,1.613761586,1.772563654,1.88353755,"""a close-up of an old-fashioned cocktail"""
Glide,015-3.png,1.801645544,2.433477634,2.330781521,"""A bowl of Chicken Pho"""
Unidiffuser,098-3.png,3.199331297,2.878324344,2.405401853,"""a street without vehicles"""
stable-diffusion,002-3.png,3.014287203,3.111205864,3.206048247,"""a boat"""
Lafite,045-3.png,1.799819919,2.271650069,1.998794286,"""A bowl of soup that looks like a monster with tofu says deep learning"""
stable-diffusion,099-4.png,2.031105706,2.027410773,2.006050993,"""An aerial view of Ha Long Bay without any boats"""
stable-diffusion,086-2.png,2.428228525,2.249647658,2.380384173,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Controlnet,029-4.png,2.494112335,2.103659805,2.390817786,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
Controlnet,081-2.png,2.408304446,2.424320712,2.866179012,"""two people facing each other"""
Glide,030-3.png,2.215394319,2.410650622,2.14196411,"""a dolphin in an astronaut suit on saturn"""
Glide,032-1.png,1.988203504,2.281380735,2.490959513,"""a large white yacht in a calm bay on a sunny day"""
stable-diffusion,095-2.png,2.000910156,2.014391676,2.350167091,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Lafite,082-1.png,2.127307574,2.209086301,2.278973053,"""an overhead view of a pickup truck with boxes in its flatbed"""
Lafite,020-1.png,2.01342158,1.808395227,1.988467576,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Glide,062-2.png,1.995466446,2.483150004,2.364981203,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
Controlnet,009-4.png,2.906578321,2.683573103,3.021290061,"""a photo of san francisco's golden gate bridge"""
Unidiffuser,092-1.png,2.187200411,2.086482068,2.060762838,"""a car with no windows"""
stable-diffusion,093-3.png,2.549449143,2.572849792,1.900847669,"""a closet without clothes"""
Controlnet,055-2.png,2.972437676,2.736189363,3.06754074,"""a painting of the food of china"""
DALLE,042-4.png,2.702038551,2.518614275,2.538521904,"""A bicycle on top of a boat"""
Glide,055-1.png,1.858281863,2.012093516,2.254834422,"""a painting of the food of china"""
stable-diffusion,024-3.png,2.148356539,2.28964378,2.175390293,"""a tree reflected in the sunroof of a blue car"""
Glide,019-1.png,1.860248114,2.092247699,2.260829955,"""a boat in the canals of venice"""
Unidiffuser,050-2.png,2.788945804,3.07426237,2.562168385,"""A photo of a panda made of water."""
Glide,075-4.png,2.079856101,2.328805441,2.432861785,"""three green peppers"""
Unidiffuser,023-2.png,2.416704683,2.156723042,2.201742087,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Unidiffuser,004-4.png,3.161868382,3.400054976,3.284583572,"""a flower"""
Glide,015-1.png,1.885470635,2.439013654,2.415508435,"""A bowl of Chicken Pho"""
Glide,062-3.png,2.201140258,2.813784349,2.836345571,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
Unidiffuser,005-1.png,2.051982695,2.31758122,2.247822281,"""a green pepper"""
Unidiffuser,087-3.png,3.052921907,3.083101144,2.734421518,"""an aerial view of a dining room"""
DALLE,016-4.png,2.748853836,2.887136323,2.855594657,"""A heart made of chocolate"""
Unidiffuser,047-3.png,2.729220996,2.5144891,2.480518998,"""a small kitchen with a white goat in it"""
Unidiffuser,067-2.png,2.882970907,2.884576235,2.558405671,"""a yellow wall with 'Hello, world.' written on it"""
Lafite,084-4.png,2.196969427,2.321293708,2.246749627,"""a cross-section view of a walnut"""
Glide,078-2.png,2.173509292,2.294815314,1.933506438,"""a tennis court with three yellow cones on it"""
DALLE,037-1.png,2.772580369,2.904895097,2.825853813,"""A bare kitchen has wood cabinets and white appliances"""
stable-diffusion,089-4.png,1.885710157,2.238875642,2.541781681,"""an aerial view of the Great Wall"""
DALLE,059-4.png,2.760661406,2.735448996,2.697860115,"""Downtown Shanghai at sunrise. detailed ink wash."""
stable-diffusion,025-1.png,1.881831372,1.801088975,2.045193859,"""a pineapple with one beer to its left and two beers on its right"""
stable-diffusion,070-3.png,2.422748947,2.572537115,2.325423477,"""Four cats surrounding a dog"""
DALLE,012-4.png,2.702742161,2.67574016,2.899450958,"""A red bus is driving on the road"""
Controlnet,048-1.png,2.590567094,2.699616371,2.233967916,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Unidiffuser,047-1.png,2.012358695,2.204365035,1.856481898,"""a small kitchen with a white goat in it"""
Glide,050-4.png,2.085718544,2.178482128,2.040661379,"""A photo of a panda made of water."""
Glide,024-4.png,1.990630501,2.234762521,2.179583196,"""a tree reflected in the sunroof of a blue car"""
Controlnet,006-3.png,2.437807945,2.530854483,2.577144048,"""a book cover"""
stable-diffusion,022-4.png,3.040679053,3.09694436,2.465511726,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
stable-diffusion,078-2.png,2.497871211,2.525917324,2.145239665,"""a tennis court with three yellow cones on it"""
Glide,057-3.png,1.871187729,2.351798905,2.49098243,"""an oil painting of a tree and a building"""
Controlnet,012-2.png,3.050906776,2.570949753,3.127959463,"""A red bus is driving on the road"""
Controlnet,011-1.png,2.553258054,2.421796854,2.741825509,"""a woman with long hair"""
Controlnet,085-3.png,3.209265673,3.130276685,2.900117881,"""a close-up of an old-fashioned cocktail"""
stable-diffusion,055-4.png,2.960485516,3.141467928,3.006690566,"""a painting of the food of china"""
Controlnet,031-1.png,2.689569318,2.541219427,2.583552843,"""a library filled with kids reading books"""
DALLE,052-1.png,2.642977241,2.606844713,2.836649932,"""a cartoon of a train going to the moon"""
DALLE,043-2.png,2.750277469,2.263322824,2.91993434,"""a sword slicing through a loaf of bread"""
stable-diffusion,077-4.png,2.7248517,2.721606084,2.786439549,"""two pianos next to each other"""
DALLE,060-4.png,2.759545472,2.613896017,2.380455854,"""a cartoon of a dog saying ""I see what you did there"""""
Glide,087-4.png,1.922091861,2.567695987,2.175863304,"""an aerial view of a dining room"""
Controlnet,058-3.png,3.065894143,2.815748562,3.111236119,"""a painting of a white country home with a wrap-around porch"""
Unidiffuser,012-3.png,2.437026439,2.600312683,3.176146488,"""A red bus is driving on the road"""
Glide,041-2.png,1.96399248,2.07940758,1.863943666,"""A photo of an astronaut riding a horse in the forest."""
Controlnet,039-1.png,2.910267508,2.587400363,2.96113325,"""a teddy bear on a skateboard in times square"""
DALLE,081-3.png,2.675602021,2.486937372,2.950329816,"""two people facing each other"""
Glide,033-2.png,2.082193394,2.185129022,2.538068521,"""purple lego dollhouse with a pool and a swing"""
Unidiffuser,099-4.png,3.244038303,2.972382477,3.232267103,"""An aerial view of Ha Long Bay without any boats"""
Controlnet,075-3.png,2.795295367,2.546565764,2.470979408,"""three green peppers"""
Controlnet,027-1.png,3.099727071,2.773691201,2.926105818,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
stable-diffusion,009-4.png,3.270612798,2.961574128,2.938635175,"""a photo of san francisco's golden gate bridge"""
Lafite,088-2.png,2.3305962,2.578430628,2.722588041,"""an aerial photo of a sandy island in the ocean"""
Controlnet,036-4.png,2.365940189,2.086056605,2.511437446,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
Lafite,070-2.png,2.060849007,2.277081905,2.007618412,"""Four cats surrounding a dog"""
Unidiffuser,083-1.png,1.790746964,2.142778329,1.921385994,"""view of a clock tower from above"""
DALLE,092-1.png,2.791592986,2.761694032,2.700546466,"""a car with no windows"""
Controlnet,074-1.png,2.594840695,1.968379744,2.058989947,"""ten red apples"""
Lafite,002-2.png,2.173714693,2.552680442,2.534891296,"""a boat"""
Lafite,073-2.png,2.039498321,2.196429415,2.303834664,"""two red balls on a table"""
DALLE,058-3.png,3.005440124,2.791959653,2.992920556,"""a painting of a white country home with a wrap-around porch"""
Lafite,053-3.png,2.4245241,2.31020574,2.541489689,"""A spaceship made of cardboard."""
Lafite,008-4.png,2.41489058,2.760633332,2.986021594,"""a fall landscape"""
Glide,069-4.png,2.058923009,2.500078416,1.973039399,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
stable-diffusion,057-3.png,2.572799095,2.504106559,2.10042023,"""an oil painting of a tree and a building"""
Controlnet,038-3.png,3.000654639,2.762158347,3.014792008,"""a fall landscape with a small cottage next to a lake"""
Glide,045-2.png,1.977913881,2.127780432,2.172579073,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Lafite,032-2.png,2.217167676,2.564716333,2.694148096,"""a large white yacht in a calm bay on a sunny day"""
Controlnet,089-3.png,2.932943957,2.931226068,2.894587523,"""an aerial view of the Great Wall"""
Glide,072-1.png,1.917583407,2.209458079,2.246847367,"""two motorcycles facing each other"""
Lafite,048-3.png,2.018835866,2.009603142,2.092559234,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
DALLE,042-2.png,3.137954321,2.947054922,3.062084469,"""A bicycle on top of a boat"""
DALLE,026-2.png,2.614186455,2.39762877,2.043123018,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Lafite,056-3.png,2.181138606,2.092261679,2.082125253,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Glide,025-3.png,2.069910352,2.500697113,2.177514309,"""a pineapple with one beer to its left and two beers on its right"""
Lafite,045-4.png,2.099290141,2.114201769,2.267240605,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Lafite,065-3.png,1.989070806,2.056153057,2.030099503,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
stable-diffusion,013-3.png,3.159120701,2.980337482,2.92572413,"""a teddy bear on a skateboard"""
Unidiffuser,037-3.png,1.407211709,1.73284196,2.07136957,"""A bare kitchen has wood cabinets and white appliances"""
Controlnet,028-1.png,2.709020999,2.573577319,2.788746134,"""Snow mountain and tree reflection in the lake"""
DALLE,057-4.png,2.490595123,2.464226945,2.620663932,"""an oil painting of a tree and a building"""
Unidiffuser,044-4.png,1.997434332,2.150863021,2.09225258,"""an orange wearing a cowboy hat"""
Controlnet,026-3.png,2.56766796,2.560111158,2.265886682,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Lafite,051-1.png,2.36088738,2.078890266,2.494227941,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
stable-diffusion,092-3.png,3.124323248,2.992567589,2.272522813,"""a car with no windows"""
stable-diffusion,004-3.png,2.161860424,2.180851596,2.147470006,"""a flower"""
stable-diffusion,008-2.png,1.948831651,2.299644178,2.385722274,"""a fall landscape"""
Controlnet,010-1.png,2.83088062,2.306505487,2.698916031,"""A giraffe walking through a green grass covered field"""
Glide,026-2.png,2.111152461,2.309817302,1.968032131,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Glide,042-3.png,2.032578538,2.320960879,2.314795837,"""A bicycle on top of a boat"""
Glide,003-4.png,2.394474141,2.544608981,2.471385666,"""a bench"""
Unidiffuser,010-4.png,2.924021364,2.561971362,2.822048623,"""A giraffe walking through a green grass covered field"""
DALLE,039-4.png,2.694488306,2.370851852,2.756693461,"""a teddy bear on a skateboard in times square"""
Glide,091-3.png,2.09955728,2.111291075,2.050224664,"""a classroom without any students"""
DALLE,008-1.png,2.896754214,2.979259006,3.230876844,"""a fall landscape"""
Controlnet,044-2.png,2.676161005,2.516414963,2.505397422,"""an orange wearing a cowboy hat"""
Lafite,093-4.png,2.173488197,2.240894972,2.004137476,"""a closet without clothes"""
DALLE,051-2.png,3.057317099,3.135372509,3.16098071,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
Unidiffuser,070-3.png,2.255289965,2.126850189,2.070966036,"""Four cats surrounding a dog"""
Glide,038-1.png,2.271690769,2.314067982,2.501473002,"""a fall landscape with a small cottage next to a lake"""
Unidiffuser,071-3.png,1.571670578,1.64052928,1.968427457,"""three children on a couch"""
DALLE,089-2.png,2.66141484,3.007696852,3.150943653,"""an aerial view of the Great Wall"""
Controlnet,073-1.png,3.159214006,3.081467808,3.236501424,"""two red balls on a table"""
DALLE,005-2.png,3.231126894,3.221052646,3.046960177,"""a green pepper"""
DALLE,044-1.png,3.273498938,3.181863119,3.303725343,"""an orange wearing a cowboy hat"""
Lafite,023-2.png,1.979693801,1.942641818,1.906187706,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Lafite,013-2.png,2.088407243,2.084778043,2.311702769,"""a teddy bear on a skateboard"""
stable-diffusion,095-1.png,3.080440192,2.878503295,2.373339846,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
stable-diffusion,044-4.png,1.978441874,2.033406322,1.58780246,"""an orange wearing a cowboy hat"""
Lafite,040-4.png,1.768133868,2.107353799,2.164872098,"""A blue colored dog"""
Glide,057-2.png,1.49933757,1.653453105,1.961670097,"""an oil painting of a tree and a building"""
Glide,093-2.png,2.204997198,2.525117118,2.5660698,"""a closet without clothes"""
Unidiffuser,078-1.png,2.377811353,2.230197014,2.301396645,"""a tennis court with three yellow cones on it"""
Unidiffuser,072-3.png,3.04304919,3.009970045,2.585194064,"""two motorcycles facing each other"""
Controlnet,092-4.png,2.220328106,2.164562025,1.988305601,"""a car with no windows"""
Lafite,030-4.png,1.888609303,1.739100304,1.613677166,"""a dolphin in an astronaut suit on saturn"""
Unidiffuser,097-4.png,2.459209272,2.468071732,1.975454252,"""a kitchen without a refrigerator"""
stable-diffusion,076-2.png,2.469712675,2.318001289,2.465314525,"""three small yellow boxes"""
Lafite,095-4.png,1.997043251,1.921226638,1.704432859,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Glide,086-2.png,2.140600808,1.862245208,2.000631821,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Controlnet,086-3.png,2.714832645,2.401746899,2.332070501,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Unidiffuser,006-2.png,2.772425431,2.689652027,2.481173622,"""a book cover"""
stable-diffusion,080-2.png,1.945728308,1.78803584,2.033063269,"""view of a giraffe and a zebra in the middle of a field"""
stable-diffusion,001-3.png,2.743483833,2.588651656,2.910292963,"""a girl"""
Unidiffuser,095-3.png,1.813907777,2.013349014,2.182421962,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Glide,039-4.png,1.969660919,2.240508252,2.136921336,"""a teddy bear on a skateboard in times square"""
Lafite,040-3.png,1.764511358,1.953555685,2.258234689,"""A blue colored dog"""
Glide,027-2.png,2.013428614,2.441897606,2.295617632,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
Controlnet,069-3.png,3.004749164,2.619680313,2.54494037,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
DALLE,007-4.png,3.066791563,3.085396107,3.09164196,"""a kitchen"""
DALLE,046-4.png,2.550031267,2.235574403,2.656663394,"""a drawing of a series of musical notes wrapped around the Earth"""
DALLE,045-2.png,2.538611513,2.407580893,2.292353733,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Lafite,087-4.png,1.709490966,1.900876065,2.389657763,"""an aerial view of a dining room"""
Controlnet,010-2.png,3.041077204,2.996985506,2.858879771,"""A giraffe walking through a green grass covered field"""
Glide,056-4.png,2.086154333,2.489876223,2.228930261,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
stable-diffusion,080-4.png,2.694968489,2.396850173,2.424709768,"""view of a giraffe and a zebra in the middle of a field"""
Controlnet,090-3.png,2.981405888,2.599808726,2.060165559,"""A bird gives an apple to a squirrel"""
Lafite,008-2.png,2.671908353,2.501658579,2.636793888,"""a fall landscape"""
Lafite,017-4.png,2.135393725,2.218729815,2.218295627,"""a coffee table with a magazine on it"""
Lafite,042-3.png,1.993598513,2.260896525,2.072041026,"""A bicycle on top of a boat"""
Glide,074-3.png,2.49697688,2.805782238,2.226584754,"""ten red apples"""
Glide,029-3.png,2.287886914,2.292488239,2.552661182,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
stable-diffusion,029-1.png,3.057636955,2.685262793,2.647530146,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
stable-diffusion,022-3.png,2.005783023,2.096028593,1.974816081,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
Lafite,066-1.png,1.643254572,1.771663783,1.492578987,"""the word 'START'"""
Glide,040-1.png,2.179164406,2.044246081,3.221751868,"""A blue colored dog"""
DALLE,095-4.png,2.631241305,2.505467649,2.110795934,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Glide,011-2.png,1.814079408,1.951740741,1.843405005,"""a woman with long hair"""
Glide,010-1.png,2.135838641,2.374552991,2.326430711,"""A giraffe walking through a green grass covered field"""
Controlnet,042-1.png,2.667983859,2.483242885,2.263124149,"""A bicycle on top of a boat"""
DALLE,020-1.png,2.595368075,2.302387471,2.124480883,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Controlnet,090-2.png,2.897296592,2.455693061,1.990289965,"""A bird gives an apple to a squirrel"""
Controlnet,057-1.png,2.981617737,2.643754116,2.318244277,"""an oil painting of a tree and a building"""
Glide,087-1.png,2.07301287,2.451926121,2.869237802,"""an aerial view of a dining room"""
Controlnet,075-2.png,2.363110611,2.290949324,2.482651548,"""three green peppers"""
Controlnet,069-4.png,2.964171603,2.630577152,2.631545783,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Glide,094-1.png,2.13570065,2.381239632,2.129129858,"""a banana without its peel"""
Unidiffuser,010-1.png,2.686939541,2.808217035,3.041801764,"""A giraffe walking through a green grass covered field"""
Lafite,042-1.png,1.826784179,1.908776397,1.891045315,"""A bicycle on top of a boat"""
Unidiffuser,073-3.png,1.850925585,2.117344071,2.596970403,"""two red balls on a table"""
stable-diffusion,062-1.png,3.08889202,2.729443829,2.762349872,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
stable-diffusion,008-1.png,3.072239622,3.009267274,3.144532921,"""a fall landscape"""
Glide,085-3.png,2.105614389,2.055409897,1.918074092,"""a close-up of an old-fashioned cocktail"""
Glide,080-3.png,1.806693086,2.084821355,2.157266369,"""view of a giraffe and a zebra in the middle of a field"""
Controlnet,088-4.png,3.197809668,3.422679745,3.358854415,"""an aerial photo of a sandy island in the ocean"""
Unidiffuser,017-4.png,2.869620485,2.678195029,2.435820346,"""a coffee table with a magazine on it"""
Controlnet,079-3.png,2.516218645,2.103224649,2.689709013,"""Times Square with thousands of dogs running around"""
DALLE,083-4.png,2.586488516,2.445757708,2.641238862,"""view of a clock tower from above"""
Lafite,033-4.png,2.100856761,2.380466539,2.367653985,"""purple lego dollhouse with a pool and a swing"""
DALLE,083-2.png,2.747877763,2.851154032,2.927359862,"""view of a clock tower from above"""
Unidiffuser,069-1.png,2.391340708,2.582181856,2.677907392,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Glide,092-3.png,2.377460224,2.568155295,2.176295093,"""a car with no windows"""
Controlnet,040-1.png,3.045432722,2.970888387,3.159826752,"""A blue colored dog"""
Lafite,069-1.png,2.004236156,2.259885943,2.241873832,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Controlnet,018-3.png,2.881692875,2.789540862,3.112878188,"""Sunset over the sea"""
Lafite,076-3.png,2.186481103,2.372910039,2.124125922,"""three small yellow boxes"""
stable-diffusion,010-3.png,2.893074666,2.749354116,2.895199799,"""A giraffe walking through a green grass covered field"""
Controlnet,063-1.png,2.825102384,2.868874997,2.519659284,"""A sign that says Deep Learning"""
Unidiffuser,099-1.png,1.41921195,1.524995159,1.622098894,"""An aerial view of Ha Long Bay without any boats"""
Unidiffuser,051-3.png,3.015188911,2.882321095,3.024095404,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
Lafite,032-4.png,1.978363059,2.126410426,2.587350841,"""a large white yacht in a calm bay on a sunny day"""
stable-diffusion,001-2.png,2.03682805,2.234502916,2.440958047,"""a girl"""
Unidiffuser,025-3.png,2.635566024,2.567604382,2.320949285,"""a pineapple with one beer to its left and two beers on its right"""
Unidiffuser,001-3.png,3.244573007,3.024000905,3.436876828,"""a girl"""
Glide,052-2.png,1.926421303,2.205201527,2.240333503,"""a cartoon of a train going to the moon"""
Unidiffuser,052-2.png,2.805203308,2.747232931,2.976435362,"""a cartoon of a train going to the moon"""
Controlnet,089-1.png,3.363846866,3.431808237,3.43661931,"""an aerial view of the Great Wall"""
DALLE,063-4.png,2.766866929,2.634134652,2.366598573,"""A sign that says Deep Learning"""
Glide,068-2.png,1.733189234,1.84372227,2.013496519,"""a store front with 'Grassy Meadow' written on it"""
stable-diffusion,069-4.png,3.160334838,3.179943295,2.793428633,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
DALLE,030-3.png,2.796857664,2.409443235,2.483960868,"""a dolphin in an astronaut suit on saturn"""
Lafite,010-1.png,1.921587963,1.985466551,1.901754986,"""A giraffe walking through a green grass covered field"""
stable-diffusion,093-1.png,2.437218525,2.233640679,2.225325233,"""a closet without clothes"""
Controlnet,014-2.png,2.879947496,2.842012028,2.792738266,"""a pumpkin with a candle in it"""
DALLE,069-4.png,3.179252828,3.132981446,2.655796566,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Controlnet,059-2.png,2.661542107,2.435771463,2.647270805,"""Downtown Shanghai at sunrise. detailed ink wash."""
